card_number,expiry_date,card_provider,date_payment_confirmed
4605967656525710,04/25,VISA 16 digit,2006-06-27
4502841054397310,07/28,VISA 16 digit,1998-02-01
4809699918603,01/28,VISA 13 digit,2020-05-03
6551543111642140,01/24,Discover,2009-01-03
3591325960793210,12/24,JCB 16 digit,2014-10-06
3541966024774310,08/25,JCB 16 digit,1996-06-12
349096232034643,04/26,American Express,2014-01-03
3570441166751790,10/25,JCB 16 digit,2014-11-20
213163482985792,07/23,JCB 15 digit,2016-06-05
2268586007863150,12/26,Mastercard,2017-11-05
213180367680157,11/28,JCB 15 digit,2017-09-21
4634599032773140,02/26,VISA 16 digit,2014-04-03
346790724332092,09/26,American Express,2000-03-18
60432620601,03/32,Maestro,2002-09-07
4905374633644930,10/25,VISA 16 digit,1996-05-24
501830444714,09/26,Maestro,2007-04-30
376832841837521,11/32,American Express,2003-04-24
3539891273518480,08/25,JCB 16 digit,2008-04-30
4735712628807620,11/23,VISA 16 digit,2005-05-15
581868150284,01/28,Maestro,2012-11-25
3552339692936800,09/25,JCB 16 digit,1995-08-05
348599286575990,05/26,American Express,2015-09-06
379819729747531,06/26,American Express,2010-02-27
6011747704051760,08/24,Discover,1999-12-09
6573076395942940,07/28,Discover,2007-03-02
4657284171016930,03/27,VISA 16 digit,2013-03-15
341933391865482,03/25,American Express,2001-07-03
213113295324317,03/26,JCB 15 digit,2002-05-14
2240501976398660,09/27,Mastercard,1992-12-10
4012709793346070000,01/24,VISA 19 digit,2006-02-26
4846849771618070000,04/30,VISA 19 digit,1998-07-31
4362214961909010,02/24,VISA 16 digit,1999-09-16
3524079224634210,06/23,JCB 16 digit,2008-11-27
4336178832702550000,08/27,VISA 19 digit,2005-04-29
375989352486329,06/29,American Express,1995-02-13
2278544968848820,02/23,Mastercard,2014-05-21
3536412232922390,11/27,JCB 16 digit,2017-08-27
213108902531767,06/31,JCB 15 digit,2007-09-15
4960029859314160,03/31,VISA 16 digit,2021-05-17
3500679913143840,01/29,JCB 16 digit,2005-03-17
6011074817760280,03/28,Discover,2013-06-02
4488289472083950000,03/25,VISA 19 digit,1999-02-10
6528111265999300,09/28,Discover,1999-02-09
347588199710001,08/27,American Express,1994-05-03
375171094149073,08/26,American Express,2000-09-24
4410965173591,09/27,VISA 13 digit,1997-02-06
3529555908944320,12/26,JCB 16 digit,1996-04-09
180043046427201,08/24,JCB 15 digit,2010-05-09
4243761031121,12/25,VISA 13 digit,1993-10-06
4314181106700,06/32,VISA 13 digit,2016-03-08
375693076515534,11/25,American Express,2010-10-19
4326474983029750,07/32,VISA 16 digit,1996-03-13
345658482647236,07/30,American Express,2017-08-04
3521565331453380,04/26,JCB 16 digit,2003-12-15
60476193473,05/25,Maestro,1993-12-28
501829617213,11/24,Maestro,1993-01-22
4039452965290,02/30,VISA 13 digit,2011-11-09
343966622957718,09/32,American Express,2019-01-31
180014229473122,02/24,JCB 15 digit,2021-09-29
4446987285828400,06/32,VISA 16 digit,2004-07-31
180085048276409,06/26,JCB 15 digit,2018-11-10
5567289546966000,02/24,Mastercard,2017-12-23
180079599855737,11/27,JCB 15 digit,2002-07-21
4360446796775460,04/25,VISA 16 digit,2010-06-21
501860286993,06/30,Maestro,2018-09-10
180048600945829,07/24,JCB 15 digit,2019-10-02
676387233064,03/26,Maestro,2008-04-27
4546878328717390,08/24,VISA 16 digit,1993-07-16
4905313635575170,11/26,VISA 16 digit,1997-07-21
4567448214639,09/32,VISA 13 digit,2006-05-29
3539215814307270,12/27,JCB 16 digit,2008-01-12
4383191936202480000,10/30,VISA 19 digit,1996-03-16
3528993017104120,02/31,JCB 16 digit,2006-02-24
213144271147059,06/26,JCB 15 digit,2000-10-15
2235075468489900,11/32,Mastercard,2013-04-04
371178875992070,12/28,American Express,1999-01-28
180043612501959,06/30,JCB 15 digit,2004-08-22
4225422981857480,09/27,VISA 16 digit,2021-07-23
6556015909174510,04/29,Discover,1996-02-10
576034441633,04/27,Maestro,1995-12-25
3585796889102480,04/25,JCB 16 digit,1993-07-16
4138108475008120,11/26,VISA 16 digit,2020-12-17
376254593658106,12/30,American Express,2020-04-05
6011241245860970,10/28,Discover,2015-12-14
4447288392749640,10/27,VISA 16 digit,2000-12-22
3548531665254250,12/23,JCB 16 digit,2017-10-13
4413686312615630000,02/26,VISA 19 digit,2015-11-28
4745869567970,02/26,VISA 13 digit,2001-08-13
349418762090789,06/24,American Express,October 2000 04
180030688746600,07/30,JCB 15 digit,2015-12-10
4917269291435920,12/23,VISA 16 digit,2018-12-15
6557559025912810,08/27,Discover,2005-10-19
378176284519495,12/22,American Express,2019-05-18
4744546387773490000,01/31,VISA 19 digit,1994-01-18
4585498502163150,06/25,VISA 16 digit,1993-09-13
180040087452973,09/27,JCB 15 digit,1999-06-22
4803879899738420,04/25,VISA 16 digit,2002-12-21
213123783259859,03/29,JCB 15 digit,1995-02-10
4913938012668150000,03/28,VISA 19 digit,2020-12-07
3518067402995080,09/32,JCB 16 digit,1994-03-29
3544809979999220,04/27,JCB 16 digit,2019-04-14
213168190797157,02/27,JCB 15 digit,2019-06-22
4414812331493,07/28,VISA 13 digit,2002-02-19
180026702332633,04/24,JCB 15 digit,2007-07-20
6502446020357790,11/32,Discover,2002-01-15
676243207393,06/32,Maestro,2012-09-06
4680558539339,02/29,VISA 13 digit,2009-01-03
3564054560870020,03/25,JCB 16 digit,2007-02-08
3511833823393740,12/22,JCB 16 digit,2011-12-05
4624375283808360,03/23,VISA 16 digit,2007-05-30
5493420929980690,01/30,Mastercard,2020-12-08
4143639598627150000,08/32,VISA 19 digit,1997-04-13
377207120054024,11/31,American Express,2006-07-31
3551636841155080,09/25,JCB 16 digit,2013-03-23
4503179618128,04/31,VISA 13 digit,1999-05-23
4541898011670,01/32,VISA 13 digit,2013-02-14
6011147839356080,06/24,Discover,2008-10-07
3585696307560950,02/23,JCB 16 digit,2001-03-02
4069451808084520,09/27,VISA 16 digit,2011-04-11
4120864263137160,09/26,VISA 16 digit,1998-04-17
349226812552504,09/26,American Express,2003-09-21
4670604988734810000,04/26,VISA 19 digit,2012-11-13
4357815860515,04/25,VISA 13 digit,1996-02-05
213146046102442,09/28,JCB 15 digit,2003-12-17
6011515939558150,07/23,Discover,2001-12-11
4615359129736580000,02/31,VISA 19 digit,2010-05-06
3540593386448200,06/31,JCB 16 digit,2010-09-04
4793589839902590,07/31,VISA 16 digit,2020-03-02
4965881838775,07/23,VISA 13 digit,1993-01-07
3537780398638470,10/30,JCB 16 digit,2000-03-30
4225181510269040,08/31,VISA 16 digit,2006-01-11
6530280794651040,06/27,Discover,2008-11-07
6011173937746920,12/27,Discover,2014-01-28
6529090244394910,01/24,Discover,1996-10-04
6528620911794150,06/25,Discover,1999-11-26
4251506395972660000,02/25,VISA 19 digit,2000-06-08
2272250616185190,07/23,Mastercard,1996-02-19
5209144994608470,06/24,Mastercard,1995-03-03
4073493135088540000,08/24,VISA 19 digit,2019-04-06
4999458641520910000,06/25,VISA 19 digit,1999-02-17
4203669359832920,02/30,VISA 16 digit,2010-07-13
349966685973309,01/32,American Express,2003-05-25
2365057169749770,09/23,Mastercard,2010-03-30
2476437467796290,12/22,Mastercard,2022-07-18
2438527289389240,12/26,Mastercard,2013-04-18
180067324640052,11/31,JCB 15 digit,2013-11-14
3551337346402340,11/23,JCB 16 digit,2001-12-17
4093227294367340000,06/30,VISA 19 digit,2001-03-31
3574030457457370,12/26,JCB 16 digit,2018-08-16
3560066791104220,01/29,JCB 16 digit,1995-03-06
3543745641013832,01/24,JCB 16 digit,2004-06-21
4154012882447500,09/32,VISA 16 digit,2020-02-09
4084329248832740000,02/28,VISA 19 digit,2021-09-11
213120048243215,08/24,JCB 15 digit,2014-09-26
180013240192802,10/27,JCB 15 digit,1993-01-24
2234908439158680,08/27,Mastercard,2015-12-03
4199072572736870000,07/25,VISA 19 digit,2020-02-11
377222920903346,03/24,American Express,2009-01-11
213111912459581,12/26,JCB 15 digit,2001-03-13
4210630544306010,01/29,VISA 16 digit,2011-07-08
630425434051,09/27,Maestro,1996-10-06
4969661769751370,11/29,VISA 16 digit,1999-05-20
4659511441600470000,11/30,VISA 19 digit,2021-10-21
5443955639481130,09/28,Mastercard,1998-04-07
4145159443158460,09/25,VISA 16 digit,2002-06-23
2605744811934070,10/29,Mastercard,1995-09-30
4841549612953,03/28,VISA 13 digit,1997-01-31
560075446503,03/26,Maestro,1994-07-31
213190321528889,12/22,JCB 15 digit,2007-10-02
4423303226134330,02/32,VISA 16 digit,2012-02-16
4535805091626880,03/31,VISA 16 digit,2019-08-19
573590202699,04/25,Maestro,2018-03-05
180067264205791,05/24,JCB 15 digit,1992-11-26
4119568938356990000,02/24,VISA 19 digit,2020-09-24
4795272523103520000,01/23,VISA 19 digit,2006-09-15
3517727408950970,10/24,JCB 16 digit,2006-12-28
4876974055463410,10/31,VISA 16 digit,1997-01-11
6511897110313560,02/25,Discover,2000-01-14
4483857396297010,04/26,VISA 16 digit,1993-06-16
4031236635661750,12/22,VISA 16 digit,2008-03-08
213153094814142,04/24,JCB 15 digit,2000-06-22
6011071109729610,05/27,Discover,2017-05-27
4198055706889,05/23,VISA 13 digit,1999-05-06
6505190364148600,06/29,Discover,1998-01-16
4990275824185600,06/26,VISA 16 digit,2010-08-03
374389865288653,06/23,American Express,2002-12-16
4694462070679010000,06/23,VISA 19 digit,1993-12-26
2258663774414530,09/29,Mastercard,2016-03-30
3530021022623780,07/27,JCB 16 digit,1997-07-30
639051547938,11/28,Maestro,1996-08-28
3563119177084710,01/29,JCB 16 digit,2007-04-25
4901465211844780,03/25,VISA 16 digit,2009-03-03
501879988035,08/31,Maestro,2013-12-28
4480127450797380000,03/26,VISA 19 digit,1995-05-31
6592331339989020,06/32,Discover,2018-10-14
4237272320003920,04/26,VISA 16 digit,2018-04-17
4464590841940,10/31,VISA 13 digit,2000-07-04
372765124665439,05/25,American Express,2014-05-24
213183245844714,11/29,JCB 15 digit,2022-10-07
3599157091448780,08/23,JCB 16 digit,2008-01-08
2710523859188530,04/26,Mastercard,2000-06-27
213196356501949,03/29,JCB 15 digit,1999-03-29
6011125332028310,04/25,Discover,1995-07-19
3538998616862130,02/30,JCB 16 digit,2001-12-19
213125734328972,11/27,JCB 15 digit,2012-03-01
213161912812123,05/32,JCB 15 digit,2014-05-13
4903208776333350,12/25,VISA 16 digit,2009-06-25
676254921874,12/25,Maestro,2013-08-17
4165535791677650000,04/32,VISA 19 digit,2020-03-07
4315646178235900,07/23,VISA 16 digit,1999-10-11
3526367076667440,12/23,JCB 16 digit,2013-05-03
180015782449854,07/28,JCB 15 digit,1994-07-30
4780788149020580000,05/23,VISA 19 digit,2017-11-05
675914081871,02/24,Maestro,1999-03-05
6011099615515160,08/28,Discover,2003-10-06
4456593533151,07/27,VISA 13 digit,2014-08-06
4852146460062220,04/23,VISA 16 digit,2016-03-13
4078795464899020,01/29,VISA 16 digit,2020-03-11
4953999919294990,04/29,VISA 16 digit,2020-10-03
6011408461312260,01/29,Discover,2000-05-11
213117787944102,07/27,JCB 15 digit,1997-10-17
349402814469043,10/30,American Express,2015-02-12
4707454976403650000,08/29,VISA 19 digit,2021-09-18
3599396269535600,08/31,JCB 16 digit,2010-05-28
676209776498,10/29,Maestro,1993-03-28
343770991022355,09/28,American Express,2022-09-19
2236802804110260,09/27,Mastercard,1999-07-16
2343391855123170,11/26,Mastercard,2017-08-28
376601938635571,10/29,American Express,2022-09-01
5461447680645350,10/23,Mastercard,2005-04-21
4582755894353580,12/28,VISA 16 digit,2021-02-06
5247982216405950,05/23,Mastercard,2007-03-25
2244841504076990,01/25,Mastercard,2011-02-13
4322885547137,01/25,VISA 13 digit,2000-01-09
4675960500086360,03/30,VISA 16 digit,2001-07-03
676217256913,09/32,Maestro,2007-06-04
3526640631257240,05/24,JCB 16 digit,1999-03-02
343154903764836,08/28,American Express,2005-12-06
3577541169331530,01/30,JCB 16 digit,1994-10-30
6559233432989160,04/26,Discover,2000-02-16
2255628532711380,09/24,Mastercard,2018-04-24
3553978318278950,06/28,JCB 16 digit,2000-01-22
3574463767048070,07/23,JCB 16 digit,2020-09-06
3566367672281390,02/27,JCB 16 digit,2005-01-16
4125186731774660,10/32,VISA 16 digit,1995-07-27
4563303381372490000,01/23,VISA 19 digit,2013-11-25
639037903932,06/28,Maestro,2012-08-09
3522655945460710,10/25,JCB 16 digit,2009-09-24
3564950851424480,10/27,JCB 16 digit,2020-11-13
4101721630315830000,06/23,VISA 19 digit,1998-08-08
4902087494826420,11/28,VISA 16 digit,2015-09-22
376968124611363,08/23,American Express,2017-10-10
180028070951333,07/26,JCB 15 digit,2019-10-25
4682148308407,08/24,VISA 13 digit,2004-06-05
2556223793987990,04/30,Mastercard,2005-02-28
340299095078520,09/25,American Express,2010-08-03
2293751465268110,02/24,Mastercard,1998-12-14
4581909235775200,08/28,VISA 16 digit,1997-05-22
4120663629709,11/25,VISA 13 digit,2010-05-29
4182865456521430,02/25,VISA 16 digit,2005-09-04
676352507138,12/31,Maestro,1998-05-12
4273401065767,01/27,VISA 13 digit,2020-04-29
3542370484220420,12/27,JCB 16 digit,2005-10-23
4730379586365740,09/32,VISA 16 digit,2018-04-02
4664160139715230000,02/30,VISA 19 digit,2011-11-02
4135872552969730000,10/24,VISA 19 digit,2019-09-02
4731958434096270000,10/27,VISA 19 digit,2005-06-22
503890092789,10/30,Maestro,1999-05-02
341369339200625,12/31,American Express,2016-09-12
4615181702974530,07/28,VISA 16 digit,2019-12-04
4176576628545930000,05/27,VISA 19 digit,2014-12-06
3557031928540520,08/23,JCB 16 digit,2003-08-24
4434349671742620,05/26,VISA 16 digit,2002-09-05
4128025787059830,04/31,VISA 16 digit,2015-01-16
4664838960287880000,11/25,VISA 19 digit,2004-09-13
676274402202,11/25,Maestro,1996-05-23
4361768245773,10/32,VISA 13 digit,1999-05-26
375273269216925,12/29,American Express,2015-03-22
4643682302136980,09/26,VISA 16 digit,2008-01-25
3596557714492430,05/25,JCB 16 digit,1999-09-19
2221306117639190,06/29,Mastercard,1999-04-30
213130639415395,08/32,JCB 15 digit,2010-09-03
3569526835999780,03/30,JCB 16 digit,2015-03-07
4699224980412,02/26,VISA 13 digit,2007-12-22
376726460277581,04/25,American Express,2014-02-01
3503659372615480,11/32,JCB 16 digit,2012-06-06
3541416547554860,11/29,JCB 16 digit,2015-03-15
3567326633015180,02/31,JCB 16 digit,2000-09-13
2279695037859410,07/30,Mastercard,2006-02-25
676355760031,07/25,Maestro,2011-04-03
6011979709334670,01/26,Discover,1999-05-21
4514394514133,12/24,VISA 13 digit,1998-04-16
676266566576,07/24,Maestro,1998-02-25
3518833774316310,05/31,JCB 16 digit,2006-11-01
2720972277612660,08/26,Mastercard,1999-10-01
4981826946769110,03/26,VISA 16 digit,2005-01-04
4850120627363,04/32,VISA 13 digit,1995-07-15
6011305892464190,09/27,Discover,2022-09-15
5511016868637670,09/26,Mastercard,2012-01-25
4754974499756,12/27,VISA 13 digit,2018-04-12
4514274875992,08/27,VISA 13 digit,2013-11-26
4276660526103780,02/31,VISA 16 digit,2013-04-01
341996091213162,01/30,American Express,2016-12-09
376272929048032,11/23,American Express,2005-01-16
4363020969104030000,08/30,VISA 19 digit,2012-04-05
4124721339395010000,02/27,VISA 19 digit,2001-01-13
344882328603309,12/25,American Express,2018-02-26
4946991391730760,12/30,VISA 16 digit,1997-08-31
4704479149604,01/27,VISA 13 digit,2007-09-30
5546321729638140,12/25,Mastercard,2015-10-15
377420017377834,01/27,American Express,2018-02-13
3501480703336750,02/32,JCB 16 digit,2014-09-07
3570640651603640,06/30,JCB 16 digit,1995-02-16
579315812050,06/31,Maestro,2011-12-26
3559023797612710,08/28,JCB 16 digit,2005-04-20
213174197229699,09/23,JCB 15 digit,1998-02-10
6543167926214950,10/24,Discover,2008-06-25
2702936740022000,08/25,Mastercard,2003-12-31
2257271629172900,04/26,Mastercard,1999-05-06
213164291336391,07/31,JCB 15 digit,2012-05-22
4406856508988930000,04/31,VISA 19 digit,1994-08-16
6011139575791840,10/26,Discover,1997-12-15
4051781311880,05/28,VISA 13 digit,2012-01-14
3530017555004070,09/29,JCB 16 digit,2002-06-21
676317871165,09/31,Maestro,2017-03-15
375956212188502,09/29,American Express,1995-08-04
375126217536655,01/25,American Express,2018-12-15
501854824544,07/24,Maestro,2015-11-27
3576673157480820,01/28,JCB 16 digit,1994-05-18
4091329413525,05/26,VISA 13 digit,2005-05-23
180064837745353,03/30,JCB 15 digit,1995-04-11
180087081457896,10/29,JCB 15 digit,1995-12-30
6011263169600060,10/25,Discover,2009-06-27
2711548534778420,01/24,Mastercard,2008-09-27
346589449574149,01/27,American Express,2016-10-29
4882084788828900,06/29,VISA 16 digit,2022-05-24
4417909302711650,04/26,VISA 16 digit,2001-02-10
3550989326894600,10/28,JCB 16 digit,1993-09-23
4715579626211970000,10/26,VISA 19 digit,2018-03-08
4093397118315230000,05/28,VISA 19 digit,2006-09-27
6541176499072220,12/30,Discover,2015-09-16
3503673447994000,11/28,JCB 16 digit,2003-05-19
6550317074386370,01/24,Discover,2005-07-04
377631546999290,12/26,American Express,2009-08-20
180022284356553,01/24,JCB 15 digit,2010-03-11
4163028409482,04/26,VISA 13 digit,2020-08-02
4864370604263880,01/29,VISA 16 digit,1999-06-04
4053275544760,09/32,VISA 13 digit,2015-12-02
345009807807412,05/29,American Express,2016-01-17
180024169372051,02/23,JCB 15 digit,1999-04-03
3558852300020200,10/30,JCB 16 digit,2007-11-03
6513936384597200,06/29,Discover,1998-05-27
3580516617925670,05/26,JCB 16 digit,1997-01-08
180053143667245,02/25,JCB 15 digit,2014-07-27
3565205550781290,12/30,JCB 16 digit,2010-06-03
4846195405172150000,08/24,VISA 19 digit,2012-11-29
6517446292827000,12/31,Discover,2005-11-13
4515354441821670,05/30,VISA 16 digit,2020-03-06
4642120683866780000,04/26,VISA 19 digit,1993-01-02
4310495709758100000,10/25,VISA 19 digit,2010-12-30
180071425016576,09/28,JCB 15 digit,1994-01-12
676211850281,07/29,Maestro,2002-07-04
584067846322,11/30,Maestro,2020-02-17
345246078860155,12/26,American Express,2010-03-25
373489116454293,07/29,American Express,2013-12-06
4475507079333,01/30,VISA 13 digit,2011-11-18
6518846140353900,09/30,Discover,1999-11-12
6011202894062800,01/26,Discover,2019-03-03
4861128795306420,03/23,VISA 16 digit,2016-01-28
4468184252751360000,04/23,VISA 19 digit,1998-01-22
345005591608917,02/27,American Express,2010-04-30
4297537094514190,08/29,VISA 16 digit,2020-03-19
6011686281490980,10/25,Discover,2014-05-09
3504843837025890,12/30,JCB 16 digit,2022-04-16
6011332823466110,05/25,Discover,1993-01-25
4324497097323630000,04/29,VISA 19 digit,2000-11-29
3540667879093100,01/29,JCB 16 digit,2004-08-04
6011358582028890,11/27,Discover,2005-03-09
574049416757,12/28,Maestro,1994-03-05
563603200046,12/27,Maestro,2001-05-09
501836248689,03/26,Maestro,2007-04-03
344832372558875,06/25,American Express,2018-11-27
4007283436575330000,06/23,VISA 19 digit,1993-01-31
213104194661545,04/23,JCB 15 digit,1997-02-22
6562305501105610,02/27,Discover,2010-09-25
2232250984870520,02/23,Mastercard,1997-08-11
4562291185962750,03/23,VISA 16 digit,2009-09-08
3531242400970400,01/28,JCB 16 digit,2000-03-20
503894428070,03/26,Maestro,2017-12-03
6011592224560790,09/32,Discover,2000-10-07
180022558522476,09/29,JCB 15 digit,1998-05-29
4903224533555,12/27,VISA 13 digit,2021-04-12
3508669294679310,08/23,JCB 16 digit,1996-05-16
3517812481556250,08/32,JCB 16 digit,1994-10-27
4245758609521470,11/28,VISA 16 digit,2021-08-23
180012393758088,06/24,JCB 15 digit,1998-08-06
347800974540234,04/30,American Express,2007-05-14
4149548188656060000,04/24,VISA 19 digit,2021-04-03
675905788328,10/29,Maestro,2021-12-15
3561335722084510,07/24,JCB 16 digit,2006-02-01
213165441571514,08/25,JCB 15 digit,2019-08-21
4762150458862780000,01/24,VISA 19 digit,2020-05-13
4594462665503600,01/29,VISA 16 digit,2012-04-27
4481160605661,10/25,VISA 13 digit,1996-09-16
372764841889737,09/29,American Express,2012-10-17
5151625623105320,11/25,Mastercard,1994-09-08
376366737077421,07/27,American Express,1998-04-14
4706464441583730,09/28,VISA 16 digit,2015-03-29
4561047132345050,10/28,VISA 16 digit,2003-04-17
502054360388,08/28,Maestro,1993-09-19
4787755364013,05/25,VISA 13 digit,2021-07-12
4658089687780660,07/31,VISA 16 digit,1993-07-16
6543193251336690,08/26,Discover,2022-01-25
2548015632914610,08/24,Mastercard,2015-10-25
501810404050,12/24,Maestro,2019-12-31
4772097896575,01/24,VISA 13 digit,1999-12-15
575421945446,08/31,Maestro,1998-12-20
583302656421,07/32,Maestro,2004-05-13
4529710712658,10/28,VISA 13 digit,2014-06-14
4974231805421650,03/23,VISA 16 digit,1993-01-20
4424064019092,08/23,VISA 13 digit,2018-03-23
4433689851805,09/24,VISA 13 digit,1994-01-07
3590376698137520,04/31,JCB 16 digit,2005-12-31
213196052801593,06/31,JCB 15 digit,1999-01-01
4240708160013,02/24,VISA 13 digit,2007-07-12
4303744450422190000,01/28,VISA 19 digit,1995-03-10
4091989548313,12/30,VISA 13 digit,1998-04-04
566529267684,07/27,Maestro,2022-01-01
180011291773470,08/30,JCB 15 digit,2020-04-05
341333702900666,01/29,American Express,2003-07-07
376260109821914,06/28,American Express,2010-09-07
4603816431830580,09/27,VISA 16 digit,2003-08-08
676375177067,01/28,Maestro,2011-07-23
180061424614190,07/24,JCB 15 digit,2004-09-18
4190001156186,07/30,VISA 13 digit,1996-08-28
6011016302689380,09/31,Discover,2020-03-14
344109320469798,01/24,American Express,1994-04-06
4459961471346230000,05/25,VISA 19 digit,2005-09-15
4141505890348600000,04/30,VISA 19 digit,2007-01-09
3591709258551920,04/30,JCB 16 digit,1994-04-30
3566182403319740,03/27,JCB 16 digit,2006-05-27
180074534072043,10/29,JCB 15 digit,2004-09-22
375186053801175,08/29,American Express,2004-11-11
180081273797946,04/31,JCB 15 digit,2019-06-21
3575653259711800,03/30,JCB 16 digit,2007-08-06
2707032184900930,08/25,Mastercard,1999-09-16
4991380542009870,09/27,VISA 16 digit,1998-08-22
2622266866172830,12/26,Mastercard,2000-10-20
4317756731197840000,11/27,VISA 19 digit,2010-01-21
4581295075761,07/24,VISA 13 digit,2009-02-26
4150537578873,01/26,VISA 13 digit,2013-05-14
2705885018981050,06/32,Mastercard,2017-03-28
2371579802146650,11/29,Mastercard,2019-08-21
6550311313129030,08/26,Discover,2004-09-28
2295549469133430,09/23,Mastercard,1995-08-15
4837484861563,11/29,VISA 13 digit,2006-04-07
6011990191538760,06/30,Discover,2012-10-29
676213752998,04/26,Maestro,1998-06-29
6595660851812840,02/23,Discover,2018-12-29
4353508986253,08/25,VISA 13 digit,2004-03-08
348913713287048,07/23,American Express,2012-10-02
4152350988920820000,10/24,VISA 19 digit,2021-10-26
568147805408,02/25,Maestro,2018-10-08
4051869412640160000,12/22,VISA 19 digit,2011-11-19
6011091185494370,09/32,Discover,2017-10-04
501840783143,12/26,Maestro,1995-02-07
3528780177505970,07/31,JCB 16 digit,1998-05-13
3596429286644610,01/23,JCB 16 digit,2020-01-14
3534609153553220,10/32,JCB 16 digit,2004-06-11
4762801694188990,07/30,VISA 16 digit,1997-01-02
4078089189121400,05/23,VISA 16 digit,2011-07-01
4081301813360740,04/30,VISA 16 digit,1995-08-04
4929663755865510000,05/29,VISA 19 digit,2017-09-12
4556214431949,10/29,VISA 13 digit,2021-10-17
374609250264740,10/27,American Express,2014-05-16
3532363328995690,03/27,JCB 16 digit,1996-04-05
4418296466749170000,03/23,VISA 19 digit,2007-10-17
5246388444795150,06/24,Mastercard,2004-09-05
3584766392570350,05/27,JCB 16 digit,2007-07-20
2719475106594500,09/30,Mastercard,2003-05-06
4395964571796430000,09/28,VISA 19 digit,1999-06-24
213191962125498,06/32,JCB 15 digit,2007-05-24
4371628284987390,11/29,VISA 16 digit,1993-08-06
2291899650012910,07/31,Mastercard,2022-04-23
2241315683122150,05/27,Mastercard,1992-12-25
4536949321656,10/32,VISA 13 digit,1994-06-28
4047696652863,03/23,VISA 13 digit,2002-05-21
2666892957567170,01/27,Mastercard,2014-07-08
372705668492220,03/29,American Express,2007-05-07
6011047995568120,12/26,Discover,2013-04-13
346529438670235,01/26,American Express,2006-09-11
3542639391156220,09/30,JCB 16 digit,2002-05-01
3554649806842560,05/31,JCB 16 digit,2008-10-04
4598074168229,10/30,VISA 13 digit,2004-09-07
4607905506810410,11/26,VISA 16 digit,2009-10-02
4902937934597,09/26,VISA 13 digit,1997-10-16
4548965947099590000,09/25,VISA 19 digit,2006-08-17
4318065521391970,03/30,VISA 16 digit,2009-12-11
341079602655575,02/28,American Express,2012-07-14
213186612471649,09/31,JCB 15 digit,1996-12-18
3563825255921680,03/30,JCB 16 digit,2017-07-27
3506808613485890,11/30,JCB 16 digit,2004-09-07
4638179128502,02/28,VISA 13 digit,1998-12-15
3586790402679030,01/30,JCB 16 digit,2015-11-08
4764494735716640,12/22,VISA 16 digit,1993-09-27
4400269780832500000,08/31,VISA 19 digit,2014-08-22
6508240881636090,03/27,Discover,2005-11-24
502060841769,03/29,Maestro,2002-12-25
2720111679950210,05/32,Mastercard,2005-10-27
4069287785212750,07/29,VISA 16 digit,2005-01-06
180055799451279,05/23,JCB 15 digit,1993-02-13
4821970110578,12/29,VISA 13 digit,2014-06-08
3505697578620060,08/24,JCB 16 digit,2007-02-08
3521994628392060,07/26,JCB 16 digit,2002-09-29
6553865586650870,05/31,Discover,2018-01-15
4721837430873360,08/27,VISA 16 digit,2016-11-20
4869402923316,07/29,VISA 13 digit,2017-03-14
180073938676789,10/32,JCB 15 digit,2019-03-20
375773875414525,07/27,American Express,2006-11-14
4826985763428,03/28,VISA 13 digit,2012-10-01
6011251041816660,03/29,Discover,2015-05-13
4566760632894380,05/32,VISA 16 digit,2005-03-27
180071967511497,02/30,JCB 15 digit,2000-06-03
2720728015410920,04/25,Mastercard,2022-09-19
2286387710802520,12/27,Mastercard,1996-10-19
6011595644585640,10/28,Discover,2018-12-27
3505443029923090,04/23,JCB 16 digit,2003-02-08
4209099435658140000,04/27,VISA 19 digit,2003-11-02
4454378577811100,06/28,VISA 16 digit,2006-06-19
3549674049719690,07/25,JCB 16 digit,2022-11-10
3597863259192930,12/27,JCB 16 digit,1997-10-21
4208929022010800,02/26,VISA 16 digit,2021-11-23
639014689678,04/30,Maestro,1997-01-19
4531173259995,02/25,VISA 13 digit,2021-02-03
4817641436904210,12/23,VISA 16 digit,2007-04-05
2241290474835710,03/27,Mastercard,2012-05-02
4724230533408430000,06/31,VISA 19 digit,1994-12-13
2282599737856930,10/23,Mastercard,2003-01-12
2222570234872860,12/23,Mastercard,2009-08-01
4503188601283890,06/32,VISA 16 digit,2012-06-01
5482280886391230,02/31,Mastercard,2010-03-10
377268176593349,03/30,American Express,1995-01-03
4141289788561860000,09/27,VISA 19 digit,2008-06-16
180057800876171,03/25,JCB 15 digit,2009-02-01
3504878907114540,07/25,JCB 16 digit,2012-10-22
2512567433400760,09/31,Mastercard,2006-03-17
3517680683971540,11/27,JCB 16 digit,1993-01-15
375168254199351,08/26,American Express,2010-07-20
3572597721133260,02/29,JCB 16 digit,2008-11-25
4155609416021300,09/30,VISA 16 digit,2005-07-17
2282012501439680,01/25,Mastercard,2016-05-31
6535181864104240,01/31,Discover,2014-12-08
348387366633230,05/26,American Express,2018-01-05
4397530326646470000,10/25,VISA 19 digit,2008-04-18
4852831202262,10/25,VISA 13 digit,1995-06-15
3502923918051140,10/32,JCB 16 digit,2018-07-18
4979687699552480,05/25,VISA 16 digit,2012-11-20
370303803326503,01/29,American Express,2004-07-24
